danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,duration_ms,time_signature,song_name,artist_name,popularity
0.57,0.58,1,-5.547,1,0.21,0.0124,0.0,0.0498,0.404,171.812,audio_features,5W7xC99N2Zzfh69r7I7zWK,270627,4,Aston Martin Music,Rick Ross,72
0.802,0.756,2,-10.791,0,0.0349,0.0843,0.00765,0.0521,0.963,131.715,audio_features,6ztstiyZL6FXzh4aG46ZPD,288293,4,Boogie Wonderland,"Earth, Wind & Fire",78
0.153,0.417,1,-11.587,1,0.0318,0.434,0.000622,0.211,0.166,80.87,audio_features,1bKQ48M9onID2kbSpRy8kK,273333,3,Send Me An Angel,Scorpions,72
0.577,0.641,8,-6.628,1,0.0375,0.535,0.0,0.207,0.819,139.155,audio_features,4OvWsid9gwU8nimd6KIXN6,256171,4,Pideme - En Vivo,Grupo Firme,69
0.728,0.783,11,-4.424,0,0.266,0.237,0.0,0.434,0.555,77.011,audio_features,1r9xUipOqoNwggBpENDsvJ,173381,4,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,80
0.632,0.83,11,-4.005,0,0.0547,0.038,0.0,0.109,0.31,106.925,audio_features,6ZiSScoPLyeZyIudUBip1V,215907,4,Anywhere,Rita Ora,49
0.605,0.902,10,-5.406,0,0.0511,0.0185,1.01e-06,0.0534,0.875,132.612,audio_features,1YaVmBh7EAeR54FIjuFcb5,202587,4,Naturally,Selena Gomez & The Scene,67
0.362,0.378,1,-11.008,1,0.0329,0.679,0.0,0.091,0.575,87.549,audio_features,7F8RNvTQlvbeBLeenycvN6,470500,4,Kun Faya Kun,A.R. Rahman,70
0.627,0.476,2,-7.231,1,0.0249,0.132,0.0147,0.716,0.5,83.0,audio_features,2VhJ4nrPorAbySEgO4V0BS,226627,4,Soñé - En Vivo,Zoé,74
0.724,0.848,2,-4.724,1,0.0522,0.0787,9.16e-05,0.104,0.781,123.02,audio_features,5sqPE9h98DkO5ms20NUiUg,199265,4,Tamma Tamma Again,Bappi Lahiri,64
0.709,0.861,0,-2.905,1,0.0941,0.106,4.73e-05,0.113,0.779,118.089,audio_features,4DYIDSMIB5y2UmZFv9fxeX,180800,4,Dance The Night Away,TWICE,69
0.64,0.648,5,-8.113,0,0.187,0.124,0.0,0.0802,0.548,92.977,audio_features,4evmHXcjt3bTUHD1cvny97,197867,4,Beautiful People (feat. Khalid),Ed Sheeran,73
0.642,0.289,9,-9.918,1,0.0367,0.669,0.0,0.18,0.407,84.996,audio_features,1VdZ0vKfR5jneCmWIUAMxK,258373,4,The A Team,Ed Sheeran,76
0.642,0.289,9,-9.918,1,0.0367,0.669,0.0,0.18,0.407,84.996,audio_features,1VdZ0vKfR5jneCmWIUAMxK,258373,4,The A Team,Ed Sheeran,76
0.817,0.762,6,-4.512,0,0.0473,0.0719,2.34e-06,0.0401,0.542,113.038,audio_features,0UKa208Pf9GGD8T3W7NzC8,202567,4,Ding Dang,Amit Mishra,44
0.783,0.729,6,-3.549,0,0.0691,0.0492,0.000272,0.1,0.58,167.968,audio_features,2oiixB9QMIzhWaHGVlQx4g,216148,4,Yandel 150,Yandel,79
0.94,0.335,5,-10.179,0,0.505,0.17,0.0,0.262,0.707,120.04,audio_features,5hTpBe8h35rJ67eAWHQsJx,209640,4,Caroline,Aminé,74
0.713,0.606,10,-4.44,1,0.0358,0.532,0.0,0.175,0.849,138.087,audio_features,5ZyWRrIdTZx4TneEv0FklV,193813,3,Amor Del Bueno,Calibre 50,47
0.707,0.962,10,-6.291,0,0.167,0.436,0.0,0.352,0.692,142.011,audio_features,7Ftpyc6qPLhnTZRY8JmveH,315875,4,Bhojpuriya Dabangg,MANOJ TIWARI,31
0.708,0.641,7,-4.271,1,0.0335,0.205,0.0,0.0925,0.253,113.082,audio_features,6dgWWAs5yhWPOtvE1zuoQ1,268120,4,Big Girls Don't Cry (Personal),Fergie,73
0.672,0.965,0,-3.484,0,0.0622,0.247,0.0,0.391,0.783,125.941,audio_features,1BBn3pGULQB8j0bZgVFCbV,207222,4,Ankush Raja Devi Geet 2023,Ankush Raja,7
0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,audio_features,3ZCTVFBt2Brf31RLEnCkWJ,245426,4,everything i wanted,Billie Eilish,86
0.544,0.922,4,-6.156,0,0.0775,0.742,0.0,0.302,0.838,180.918,audio_features,3v0H5lA3qFG7NoK5pC4pnP,232693,4,Deita Na Br,Aviões do Forró,32
0.588,0.187,4,-10.067,1,0.031,0.945,0.0,0.0871,0.395,144.117,audio_features,4MagrqwgGHQnddCJAJmJCb,217000,4,Teri Mitti - Female Version,Parineeti Chopra,36
0.611,0.644,6,-7.607,0,0.0553,0.124,0.0,0.124,0.13,105.969,audio_features,6jA8HL9i4QGzsj6fjoxp8Y,221904,4,There for You,Martin Garrix,69
0.615,0.808,11,-6.19,1,0.0285,0.0183,1.72e-05,0.0744,0.762,114.995,audio_features,7f1X6tauagdeqpfNuNOYWr,192147,4,Have You Ever Seen The Rain,Rod Stewart,65
0.622,0.635,2,-5.412,0,0.0378,0.221,1.41e-06,0.123,0.477,99.919,audio_features,73ero10ZUB75134n7fbqtp,259200,4,Dilbaro,Sonali Dogra,18
0.543,0.608,3,-6.652,1,0.035,0.674,0.0,0.0892,0.626,93.734,audio_features,5Q4AtZkBpHc0C9OTmMMekY,571573,4,श्री हनुमान चालीसा Hanuman Chalisa,Hari cassettes,13
0.461,0.572,3,-7.466,1,0.0655,0.579,0.0,0.938,0.288,119.389,audio_features,1iogTDW2wmPHtxRsHxBF3s,299880,4,Hero - Live at the Tokyo Dome,Mariah Carey,32
0.699,0.883,5,-3.226,0,0.219,0.0288,0.0,0.817,0.499,127.961,audio_features,6YwLgicpvVuMt1eE2OldwQ,211975,4,Five More Hours,Deorro,67
0.699,0.883,5,-3.226,0,0.219,0.0288,0.0,0.817,0.499,127.961,audio_features,6YwLgicpvVuMt1eE2OldwQ,211975,4,Five More Hours,Deorro,67
0.735,0.7,5,-4.338,0,0.0435,0.00335,0.0167,0.0428,0.843,142.009,audio_features,7wnmLScYurZbketCXxyWBw,187842,4,Hypnodancer,Little Big,54
0.594,0.698,6,-8.645,0,0.0428,0.103,0.0,0.173,0.376,119.991,audio_features,1MqzIgGsHP4cNjPboevsfq,246093,4,Tourner Dans Le Vide,Indila,76
0.575,0.532,9,-13.064,0,0.187,0.14,0.0,0.324,0.914,125.871,audio_features,2ycPd4uZKKv6Uv1DTDFigw,369669,4,Hawa Hawa,Hassan Jahangir,50
0.745,0.825,1,-3.162,0,0.0352,0.000875,0.000221,0.0828,0.242,94.998,audio_features,52mglSL6bdbrg9zig7nazP,245192,4,GOOD BOY,GD X TAEYANG,61
0.787,0.7,4,-4.598,0,0.0768,0.568,0.00051,0.663,0.791,90.02,audio_features,6lX6l7OuA3qrnIRfdsr0dw,233453,4,Medallo,Blessd,76
0.707,0.955,10,-4.593,0,0.222,0.127,0.0,0.202,0.575,125.989,audio_features,78qd8dvwea0Gosb6Fe6j3k,134240,4,Boss Bitch,Doja Cat,80
0.698,0.813,1,-5.171,1,0.0395,0.00681,3.18e-05,0.103,0.355,150.001,audio_features,4ngypPwfcqpHBxQjJIOgvr,236773,4,Hangover,PSY,46
0.63,0.9,4,-3.955,1,0.0387,0.000639,0.852,0.203,0.155,134.988,audio_features,2HO0uCyq8jOveEzvmo4JEu,193778,4,Fly,Marshmello,60
0.665,0.94,5,-3.606,1,0.0553,0.434,0.0,0.0914,0.752,93.725,audio_features,7AUhck1sPy11OExQmDDx4P,231593,4,De Vuelta Pa' La Vuelta,Daddy Yankee,71
0.412,0.403,5,-7.849,1,0.0544,0.867,0.0,0.705,0.521,67.768,audio_features,3Ay4UxGo563Y7wKSqFTzIS,207809,4,Filha - Ao Vivo,Zé Neto & Cristiano,53
0.498,0.83,6,-5.157,0,0.0421,0.00461,0.0,0.139,0.453,89.342,audio_features,6rUp7v3l8yC4TKxAAR5Bmx,231480,4,I Hate Everything About You,Three Days Grace,73
0.82,0.696,7,-4.918,0,0.182,0.119,0.0,0.232,0.617,144.981,audio_features,5gx2E5aIXMRBellPZW1up5,293435,4,"Pills & Automobiles (feat. Yo Gotti, A Boogie Wit Da Hoodie & Kodak Black)",Chris Brown,64
0.486,0.579,7,-6.915,1,0.0303,0.0806,0.0,0.097,0.219,164.186,audio_features,5sWBlYIZuWuXohJghOfm7o,266147,4,ไกลแค่ไหน คือ ใกล้,Getsunova,53
0.411,0.508,5,-4.342,1,0.0557,0.29,0.0,0.123,0.668,81.96,audio_features,703iVQrfbQsXt7Uzgy1h8k,201627,3,Cristina,Sebastian Yatra,73
0.517,0.59,4,-6.67,1,0.0393,0.277,0.0,0.113,0.129,129.8,audio_features,3VCfmjE0oEMYQUil14wd0J,293593,4,Não Pare,Midian Lima,70
0.768,0.934,8,-2.533,1,0.0453,0.22,1.73e-06,0.0854,0.916,160.108,audio_features,5ixqGGFu0hdHfErdp32QwT,160640,4,Jenifer,Gabriel Diniz,48
0.586,0.962,9,-5.441,1,0.0403,0.222,0.0,0.552,0.962,97.036,audio_features,3Ll4D5HXvICXck8KmOjytI,222827,4,Valio la Pena,Marc Anthony,39
0.711,0.86,8,-3.507,1,0.0412,0.015,0.0,0.383,0.402,109.946,audio_features,2TELOJWAKHdpwX0evDVzI6,259067,4,Te Siento,Wisin & Yandel,36
0.802,0.725,0,-5.965,0,0.0676,0.574,0.0,0.0821,0.598,128.04,audio_features,1iLv1ieT9BZ3qsti9yTCnG,225000,4,Odio (feat. Drake),Romeo Santos,77
0.376,0.695,0,-4.782,0,0.0933,0.135,0.0,0.11,0.302,169.533,audio_features,5yVIlYEHZxQVLyInCdldoS,209440,4,Impossible,James Arthur,81
0.666,0.876,3,-3.078,1,0.0414,0.055,0.0,0.259,0.552,129.884,audio_features,7ks6AZmFcm3Y6PGGxGSmlB,194840,4,Where Them Girls At (feat. Nicki Minaj & Flo Rida),David Guetta,75
0.512,0.624,11,-6.761,1,0.0509,0.00305,0.000172,0.346,0.2,129.932,audio_features,7lUA4P03AhwAw40JHkdyGr,257653,4,Pretty Hurts,Beyoncé,67
0.743,0.73,10,-4.314,0,0.125,0.287,8.1e-05,0.0778,0.15,179.972,audio_features,4uP3pUP18ennmz0tb3GphR,197968,4,Solo de Mi,Bad Bunny,72
0.67,0.755,9,-5.005,1,0.028,0.579,0.0,0.126,0.62,98.0,audio_features,3EPtTEzslLYHguaNBl3UO4,208542,4,แพ้ทาง,Labanoon,50
0.484,0.898,0,-4.132,1,0.164,0.365,0.0,0.091,0.68,91.975,audio_features,72HdutlIHBZJ7WT1xVAAZT,482586,4,Kajra Re,Shankar-Ehsaan-Loy,64
0.72,0.82,9,-5.821,1,0.113,0.579,0.000171,0.18,0.533,169.758,audio_features,0ulsRBiciReng91DhfVT9D,230320,4,Bebé,Ozuna,75
0.676,0.938,9,-6.67,0,0.0694,0.0196,0.00336,0.276,0.808,169.953,audio_features,3GidBBnIDDEyQEaVYlGNna,163736,4,Pega a Metralhadora (feat. Luanzinho do Recife & Vingadora),Barca Na Batida,8
0.676,0.938,9,-6.67,0,0.0694,0.0196,0.00336,0.276,0.808,169.953,audio_features,3GidBBnIDDEyQEaVYlGNna,163736,4,Pega a Metralhadora (feat. Luanzinho do Recife & Vingadora),Barca Na Batida,8
0.652,0.595,11,-4.04,1,0.113,0.15,0.000115,0.0842,0.444,172.27,audio_features,4uziEsK1yiqdauKVDPsmVG,150853,4,Rojo,J Balvin,65
0.684,0.808,0,-2.737,1,0.061,0.0518,1.02e-05,0.0858,0.712,173.905,audio_features,4K8cyoCDovlc4FvtUr2Hfx,174027,4,Nada,Cali Y El Dandee,62
0.769,0.971,2,-3.78,0,0.0432,0.0173,0.0892,0.314,0.969,118.135,audio_features,2X7jfQnEMQYYmvkhr6mzS9,204307,4,Brother Louie Mix '98 (feat. Eric Singleton) - Radio Edit,Modern Talking,68
0.7,0.924,9,-3.194,1,0.189,0.0366,0.0,0.332,0.803,92.987,audio_features,525m4YHhqqfhqO70PfQjeu,240014,4,رحالة العصر الحديث,Saad Lamjarred,49
0.819,0.844,0,-3.739,1,0.038,0.00767,0.00834,0.056,0.687,127.997,audio_features,26EM9sZnQkLLQxixGd88KE,208731,4,I Am The Best,2NE1,70
0.623,0.656,9,-3.662,0,0.229,0.288,0.0,0.105,0.576,112.823,audio_features,0wRn3ggAY1fIupTaVigdza,302118,5,A Cara do Crime (Nós Incomoda),Mc Poze do Rodo,69
0.578,0.429,4,-8.126,0,0.0311,0.899,0.00391,0.174,0.186,125.24,audio_features,7wE90hQ78wf68VxD0koeob,275383,4,Ben Yoruldum Hayat,Mümin Sarıkaya,54
0.604,0.366,5,-7.519,1,0.0282,0.578,0.0,0.133,0.13,141.981,audio_features,0gplL1WMoJ6iYaPgMCL0gX,224695,4,Easy On Me,Adele,83
0.729,0.842,1,-2.997,1,0.261,0.0597,3.06e-06,0.319,0.574,64.808,audio_features,69PqVX29aZhDGFlG2SKxFy,133116,4,Oh Nanana - Remix,dj 6rb,50
0.459,0.575,3,-4.858,1,0.0573,0.604,0.0,0.0885,0.183,111.881,audio_features,2gMXnyrvIjhVBUZwvLZDMP,215107,4,Before You Go,Lewis Capaldi,86
0.816,0.781,1,-4.237,0,0.0425,0.692,0.00928,0.0835,0.937,99.95,audio_features,1PoJXULCvl03b1fiZmMxmd,185899,4,On the Low,Burna Boy,73
0.763,0.577,8,-6.768,0,0.052,0.405,0.0,0.0936,0.534,130.079,audio_features,77RSPptbdmXNAdg44hJNAh,185783,4,Ela,Reynmen,61
0.634,0.487,0,-4.835,1,0.028,0.768,0.000349,0.911,0.322,135.874,audio_features,2cbMXc0P5s271VwZOUk1Gb,157460,4,Mulher Maravilha - Ao Vivo,Zé Neto & Cristiano,64
0.762,0.913,0,-3.017,1,0.105,0.231,1.26e-06,0.0986,0.348,120.002,audio_features,73SkZPHVEaapQ2r2oaBvP6,114434,4,Сумасшедшая,Comedy Club Cover,42
0.716,0.803,10,-5.14,0,0.0445,0.03,0.0,0.0817,0.325,124.961,audio_features,2NTVtNcpC0i1R7LVGaCZCF,230400,4,Jugnu,Badshah,74
0.583,0.695,9,-5.336,1,0.0423,0.0141,0.0,0.0527,0.224,104.879,audio_features,0g5EKLgdKvNlln7TNqBByK,220573,4,Middle,DJ Snake,77
0.583,0.695,9,-5.336,1,0.0423,0.0141,0.0,0.0527,0.224,104.879,audio_features,0g5EKLgdKvNlln7TNqBByK,220573,4,Middle,DJ Snake,77
0.794,0.796,7,-8.218,0,0.0351,0.0938,0.0,0.08,0.738,128.022,audio_features,4rIUb0tgGGbofgjXGle6if,246384,4,Em Gì Ơi,ICM,34
0.462,0.615,0,-7.982,0,0.153,0.00543,0.0,0.856,0.344,130.967,audio_features,7ewfvLrlI0VNht4vEnoTMh,276080,4,No Love,August Alsina,64
0.634,0.595,0,-9.0,0,0.0409,0.411,0.000162,0.0911,0.518,153.95,audio_features,61oEpy6prYHrlOe0dGEJcE,331947,4,Khoya Hain,Neeti Mohan,20
0.801,0.795,1,-5.115,0,0.0504,0.0417,0.000113,0.0717,0.754,79.028,audio_features,6QgjcU0zLnzq5OrUoSZ3OK,163253,4,Feel It Still,Portugal. The Man,82
0.824,0.631,0,-2.791,1,0.0809,0.237,0.000116,0.0531,0.678,171.965,audio_features,50ZC4PM7hywH27RcCfViau,197721,4,Elegí,Rauw Alejandro,73
0.567,0.703,10,-2.08,0,0.0311,0.00114,0.921,0.101,0.309,142.019,audio_features,6kwH41LJ6hfxlGn2c4oh6Y,246761,4,Together,Marshmello,48
0.702,0.53,10,-7.094,0,0.4,0.0867,0.0,0.058,0.681,171.051,audio_features,6qaGOYPk0tmPmPDIrRiBPM,239601,4,My Nigga - Remix,YG,60
0.722,0.63,3,-5.784,0,0.132,0.0485,0.000294,0.179,0.519,150.023,audio_features,2bZMOs3RjmhhGca6MEzjyl,227480,4,Bitch I'm Madonna,Madonna,61
0.802,0.746,10,-7.23,0,0.044,0.0784,0.0,0.119,0.489,100.005,audio_features,3YyabP1qYCSIlGlvMqDjjc,133112,4,Gurti (Sukham Dhillon),DHILLON SAAB,6
0.775,0.719,7,-6.212,0,0.0435,0.132,1.79e-06,0.0662,0.712,117.513,audio_features,48td6xvpokdYwvbl3JIiXP,246027,4,Love Never Felt So Good,Michael Jackson,73
0.803,0.955,10,-2.257,1,0.0524,0.0708,5.25e-06,0.0511,0.772,109.946,audio_features,7Djhk1bh8RYAGEqr0oenT1,171818,4,Pickup,Khasa Aala Chahar,36
0.865,0.665,7,-6.289,1,0.073,0.0453,0.0,0.224,0.331,111.113,audio_features,1ofhfV90EnYhEr7Un2fWiv,268827,4,Changes,2Pac,77
0.808,0.796,1,-3.169,1,0.0305,0.462,0.000269,0.155,0.799,128.048,audio_features,58pgi1RpcU2fVJsxhm7BIr,175047,4,Tapão Na Raba,Raí Saia Rodada,64
0.754,0.854,5,-3.449,0,0.0608,0.177,0.0,0.0808,0.8,75.002,audio_features,222B3aljXx6fFwKmFjuBED,229720,4,Woman Like Me (feat. Nicki Minaj),Little Mix,69
0.754,0.854,5,-3.449,0,0.0608,0.177,0.0,0.0808,0.8,75.002,audio_features,222B3aljXx6fFwKmFjuBED,229720,4,Woman Like Me (feat. Nicki Minaj),Little Mix,69
0.405,0.573,8,-7.512,1,0.115,0.215,0.0,0.118,0.466,95.145,audio_features,1PyXhmxQm5a0YPh03Kru4k,262931,5,Un Ratito Más - SECRET VERSION,SOLO VERSIONS,21
0.434,0.897,0,-4.918,1,0.0488,0.0103,0.0,0.612,0.684,148.726,audio_features,2m1hi0nfMR9vdGC8UcrnwU,167067,4,All The Small Things,blink-182,84
0.668,0.886,0,-3.474,1,0.117,0.0417,0.0,0.459,0.503,142.002,audio_features,0sHW1jXe6Sou3437gJQNGA,278640,4,Space Bound,Eminem,72
0.682,0.784,11,-6.847,0,0.111,0.0771,0.0,0.317,0.569,101.984,audio_features,2JeByquvPQtiIRYkGRLabE,264307,4,Cuaderno,Pachu,13
0.459,0.663,8,-5.939,0,0.1,0.0169,0.0,0.0621,0.412,176.791,audio_features,69Sy7207dnixZ6w7RSV9Kb,192881,4,RISE,League of Legends,77
0.77,0.824,1,-6.491,0,0.0851,0.485,0.0,0.318,0.49,172.006,audio_features,39ujbBjTwwqUFySaCYDMMT,178605,4,Proper Patola,Badshah,73
0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,audio_features,6UelLqGlWMcVH1E5c4H7lY,174000,4,Watermelon Sugar,Harry Styles,88
0.867,0.646,1,-4.674,0,0.288,0.303,0.0,0.279,0.67,88.634,audio_features,6MdqqkQ8sSC0WB4i8PyRuQ,304600,4,No Diggity,Blackstreet,80
0.457,0.757,1,-5.177,1,0.032,0.0206,0.0,0.146,0.417,102.961,audio_features,2ihCaVdNZmnHZWt0fvAM7B,266600,4,Little Talks,Of Monsters and Men,82
0.618,0.795,2,-1.8,1,0.113,0.0655,0.0,0.309,0.76,185.901,audio_features,0UQwlF2pRkr1lMN6kNNUj3,206279,4,La Boca,Mau y Ricky,69
0.683,0.727,4,-4.195,1,0.0694,0.0736,0.0,0.157,0.873,75.989,audio_features,2TmkFa4oqQbTXhvxRE2NT8,293067,4,Cuando Vuelvas,Felipe Peláez,37
0.788,0.524,11,-9.867,0,0.271,0.00025,0.839,0.126,0.439,94.011,audio_features,195KeC2OEjFbSaPoewvZrL,227822,4,Mamiii (Made Popular By Becky G & KAROL G) [Karaoke Version],Party Tyme Karaoke,2
0.886,0.604,0,-7.293,1,0.208,0.194,3.15e-06,0.107,0.383,98.023,audio_features,3qM0vBxIe4VUbK0Z0smuVP,305333,4,Medusa,Jhayco,68
0.448,0.451,4,-9.013,1,0.032,0.665,5.7e-06,0.104,0.323,92.988,audio_features,7ptc9CxATbqs3N2JrGJAKj,252903,4,Tere Ishq Mein,Ayesha Omar,13
0.829,0.64,6,-5.537,0,0.231,0.553,0.000214,0.131,0.848,160.027,audio_features,0ZTr6t4E5UurJE9oRYocbk,135053,4,Malemolência,Dynho Alves,57
0.825,0.786,0,-4.5,1,0.12,0.352,0.0,0.0872,0.901,102.98,audio_features,7KkaBto4aewGt8wl6q6wxH,324546,4,Vachinde,"Madhu Priya, Ramky",57
0.823,0.683,4,-4.632,0,0.0566,0.00754,0.0,0.0941,0.367,101.978,audio_features,34cA2DaxED8I2T9aO8XPxs,169412,4,Mill Lo Na,Guri,51
0.448,0.61,3,-2.695,0,0.0342,0.0102,0.000491,0.135,0.214,123.762,audio_features,507bYMYfbm6sUS9iEAaeSd,258333,4,Broken,Seether,72
0.823,0.563,6,-5.095,1,0.0443,0.0399,0.0,0.0851,0.682,98.031,audio_features,0k6DnZMLoEUH8NGD5zh2SE,225227,4,Ayo,Chris Brown,74
0.813,0.734,10,-5.464,0,0.0577,0.072,0.0,0.118,0.652,107.967,audio_features,7n6AQKpZUGiJM2auF3yuDY,218146,4,All Black,Raftaar,63
0.598,0.678,2,-4.645,1,0.0378,0.381,5.63e-05,0.0986,0.363,91.084,audio_features,2KrrAi2smn5Fa7sy7TxrKg,254932,4,Nayan,Dhvani Bhanushali,62
0.703,0.81,4,-4.874,0,0.0424,0.000315,0.0,0.216,0.726,102.978,audio_features,66zHUNLpXsG6rRL3yeAYSj,216200,4,Misery,Maroon 5,40
0.657,0.827,5,-4.036,1,0.0734,0.000704,0.00534,0.065,0.69,145.889,audio_features,26rdOwwjC2UnweK3xeS58u,190186,4,GDFR (feat. Sage the Gemini & Lookas),Flo Rida,72
0.591,0.924,5,-4.724,0,0.0465,0.00231,0.00435,0.391,0.275,128.175,audio_features,4jIQ0wouzKHbi1fYHORIN0,322107,4,Clarity (feat. Foxes) - Tiësto Remix,Zedd,46
0.321,0.469,4,-11.531,0,0.0336,0.489,0.00158,0.361,0.494,94.146,audio_features,4rtdcuLLnTMy6h66obePGX,320224,4,Mere Rashke Qamar Lofi Mix,Nusrat Fateh Ali Khan,26
0.413,0.827,11,-4.966,1,0.0393,0.000672,0.821,0.216,0.272,109.973,audio_features,1nQ3DYTtMT4t8HPtUU3J3P,176745,3,Lonely Day,8-Bit Misfits,6
0.594,0.749,3,-6.251,1,0.0677,0.00188,0.000139,0.0869,0.344,130.064,audio_features,3DXXKDbbZKyAZfNb96ST3q,205746,4,Confident,Demi Lovato,74
0.461,0.437,9,-7.88,1,0.0424,0.635,2.01e-06,0.125,0.334,139.906,audio_features,0O2GtSCle8Eujbc1Voh2VY,284973,3,Bukti,Virgoun,72
0.648,0.942,10,-2.881,0,0.0878,0.021,0.0,0.0594,0.73,129.007,audio_features,7HacCTm33hZYYN8DXpCYuG,231373,4,I Like It,Enrique Iglesias,67
0.638,0.656,5,-5.886,1,0.0357,0.188,0.0,0.146,0.225,104.036,audio_features,7wZUrN8oemZfsEd1CGkbXE,262467,4,Bleeding Love,Leona Lewis,78
0.699,0.847,0,-5.37,1,0.0259,0.367,0.0,0.364,0.879,110.01,audio_features,0QTsqy4GNc8KRBnVac0yVm,257707,4,ฉันยังรักเธอ ft. ยุ่งยิ่ง กนกนันท์,เต้ย อภิวัฒน์,43
0.766,0.816,1,-5.092,1,0.152,0.0148,0.0142,0.114,0.613,153.013,audio_features,40VqYKBAJP901tpuq6WMt7,204150,4,Level Up,Ciara,68
0.602,0.892,10,-3.66,0,0.0672,0.000393,0.813,0.304,0.57,102.047,audio_features,3dsyqPDiWYYilRZNBxgxHE,194490,4,Magenta Riddim,DJ Snake,64
0.727,0.68,2,-4.498,1,0.0286,0.0101,0.0,0.0821,0.728,132.012,audio_features,6cmm1LMvZdB5zsCwX5BjqE,212507,4,Down,Jay Sean,80
0.769,0.675,6,-6.355,1,0.0261,0.246,0.0,0.0953,0.961,103.888,audio_features,3IVzOrjPfiR1x6cvMLBzLT,249759,4,คนมีเสน่ห์,Pang Nakarin,46
0.897,0.662,1,-6.903,0,0.292,0.0852,0.0,0.534,0.389,112.511,audio_features,78QR3Wp35dqAhFEc2qAGjE,145543,4,Drip Too Hard (Lil Baby & Gunna),Lil Baby,86
0.63,0.432,1,-6.721,1,0.0357,0.551,5.84e-06,0.0962,0.343,87.959,audio_features,3tP6QKbXvtrxiDI7QwKyUf,230323,4,STAY,BLACKPINK,73
0.63,0.432,1,-6.721,1,0.0357,0.551,5.84e-06,0.0962,0.343,87.959,audio_features,3tP6QKbXvtrxiDI7QwKyUf,230323,4,STAY,BLACKPINK,73
0.622,0.712,5,-7.321,1,0.066,0.0573,0.0,0.13,0.487,140.025,audio_features,2QZ7WLBE8h2y1Y5Fb8RYbH,211360,4,In My Blood,Shawn Mendes,76
0.624,0.883,11,-4.763,0,0.0444,0.0575,6.01e-06,0.0827,0.765,152.937,audio_features,4wWo2EHTXBQJG2PvTHyrRd,198760,4,Alas,Elenco de Soy Luna,51
0.747,0.571,11,-7.916,1,0.478,0.38,0.0,0.534,0.553,172.104,audio_features,79XrkTOfV1AqySNjVlygpW,181933,4,Energy,Drake,74
0.74,0.83,1,-3.243,1,0.153,0.119,1.32e-05,0.243,0.78,176.054,audio_features,53uKGbcMjEc2gIWbfmvpdS,377580,4,Mírame - Remix,Nio Garcia,72
0.847,0.552,2,-12.189,1,0.26,0.199,1.68e-06,0.142,0.748,99.997,audio_features,1q7W78ZYL9iqyYeVONU2hg,178200,4,Kamaal,Badshah,57
0.638,0.828,9,-4.727,1,0.0599,0.26,0.0,0.429,0.517,125.984,audio_features,6P7Uodyh8g40Nyc3no6R8E,162735,4,Te Assumi Pro Brasil - Ao Vivo,Matheus & Kauan,69
0.618,0.678,7,-8.785,0,0.0473,0.314,1.9e-06,0.735,0.744,80.809,audio_features,0EEmdLja6E0Xl49HOASnc2,357757,4,"Dil Ne Yeh Kaha Hain Dil Se (From ""Dhadkan"")",Udit Narayan,17
0.685,0.493,4,-6.068,1,0.0289,0.415,0.0,0.332,0.639,79.998,audio_features,0mqT6BK2rnEtuwLB5OPkVb,251157,4,"Ni Contigo, Ni Sin Ti",Los Ángeles Azules,66
0.527,0.761,0,-4.708,1,0.341,0.073,0.0,0.0865,0.653,135.543,audio_features,03nPEoQOYMuDe7KmGljpmd,260000,5,"No Brainer (feat. Justin Bieber, Chance the Rapper & Quavo)",DJ Khaled,59
0.965,0.414,1,-6.408,1,0.0713,0.189,0.0,0.0767,0.728,121.032,audio_features,2fZQIJew3nkNe99s2PKzul,214648,4,Bad Liar,Selena Gomez,68
0.359,0.809,2,-4.654,1,0.189,0.0395,0.00196,0.333,0.598,129.562,audio_features,1aS12Sl93ZqmkzDGv0WEZs,121515,5,Dum Dum x Bloody Mary - Remix,Gatito Malo,57
0.807,0.7,9,-6.553,1,0.0548,0.352,0.0,0.129,0.697,114.989,audio_features,4JbUZdMAZR5e6aLv5M1e8V,254609,4,อยากนอนกับเธอ,เด็กเลี้ยงควาย,42
0.39,0.775,4,-5.684,1,0.039,0.237,1.09e-05,0.178,0.274,129.929,audio_features,40QL4y6muUGdo9OehOGqIk,744002,4,Maranata / Lágrimas de Fogo,VITOHRIA SOUNDS,36
0.732,0.944,0,-4.115,1,0.09,0.209,0.0,0.401,0.957,120.02,audio_features,18e3XXYCv4Tx8uUl1mP3CN,288903,4,Balam Pichkari,Pritam,68
0.517,0.567,0,-6.849,1,0.0345,0.35,0.00191,0.253,0.312,112.306,audio_features,0tQt7xFXeOtTLTl0cXy9Z0,179467,4,Termina Comigo Antes - Ao Vivo,Gusttavo Lima,49
0.609,0.923,9,-3.908,1,0.0338,0.16,4.73e-06,0.295,0.961,115.996,audio_features,0n2SEXB2qoRQg171q7XqeW,294987,4,Smooth (feat. Rob Thomas),Santana,72
