danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,duration_ms,time_signature,song_name,artist_name,popularity
0.426,0.584,1,-5.293,1,0.296,0.0383,0.0,0.192,0.272,193.438,audio_features,557un1HgwYMuqfWGSTmnxw,192587,4,Single Ladies (Put a Ring on It),Beyoncé,71
0.811,0.797,5,-5.428,1,0.165,0.0617,0.0,0.112,0.541,97.988,audio_features,7sKDftgGirHWTVFMtJoDoh,171133,4,Djadja,Aya Nakamura,70
0.795,0.783,5,-4.271,1,0.0432,0.361,0.0,0.437,0.799,92.01,audio_features,1c0hsvHLELX6y8qymnpLKL,266087,4,Soltera (Remix),Lunay,72
0.674,0.428,7,-9.504,1,0.122,0.121,0.0,0.132,0.337,84.878,audio_features,2dLLR6qlu5UJ5gk0dKz0h3,190185,4,Royals,Lorde,83
0.799,0.539,1,-6.351,1,0.0421,0.199,1.66e-05,0.165,0.394,136.948,audio_features,5Z3GHaZ6ec9bsiI5BenrbY,202547,4,Young Dumb & Broke,Khalid,82
0.511,0.566,6,-7.23,0,0.2,0.349,0.0,0.34,0.218,83.903,audio_features,285pBltuF7vW8TeWk8hdRR,239836,4,Lucid Dreams,Juice WRLD,86
0.908,0.621,1,-6.638,0,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,audio_features,7KXjTSCq5nL1LoYtL7XAwS,177000,4,HUMBLE.,Kendrick Lamar,86
0.799,0.743,3,-6.062,0,0.041,0.587,0.0,0.287,0.669,121.99,audio_features,74gguwbBvfBTurNJUWFOsC,217846,4,Largado As Traças - Acústico,Zé Neto & Cristiano,60
0.671,0.373,9,-18.064,1,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,audio_features,2374M0fQpWi3dLnB54qaLX,295893,4,Africa,TOTO,86
0.486,0.282,1,-8.91,0,0.124,0.615,0.0,0.088,0.0755,84.012,audio_features,7cTFgZbTV3s8Wk7e0MpXnV,163387,4,Saber Quem Sou,Any Gabrielly,59
0.528,0.524,1,-8.107,1,0.0337,0.877,1.4e-05,0.172,0.269,99.636,audio_features,1fcCPXmH4vUzG6UQTTjZp5,351588,4,Phir Bhi Tumko Chaahunga,Mithoon,33
0.826,0.553,1,-10.121,0,0.234,0.163,4.12e-05,0.135,0.4,140.037,audio_features,45OX2jjEw1l7lOFJfDP9fv,168228,4,MONEY,LISA,85
0.47,0.904,0,-4.024,0,0.177,0.0436,0.0,0.0491,0.557,155.788,audio_features,1Bx0zEdVjkFlV27iKaePug,267000,4,Man Down,Rihanna,72
0.515,0.43,7,-9.935,1,0.0372,0.0097,0.000133,0.129,0.104,91.844,audio_features,70LcF31zb1H0PyJoS1Sx1r,238640,4,Creep,Radiohead,89
0.716,0.972,7,-2.302,1,0.196,0.0145,3.22e-05,0.317,0.576,110.026,audio_features,6VRhkROS2SZHGlp0pxndbJ,215253,4,Bangarang (feat. Sirah),Skrillex,72
0.592,0.935,6,-4.317,0,0.0581,0.00879,0.0154,0.132,0.567,125.013,audio_features,1PCvKFPWnTXAe2oaReVUcr,222520,4,We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song] (feat. Jennifer Lopez & Claudia Leitte),Pitbull,73
0.789,0.716,11,-4.241,0,0.0432,0.129,1.07e-05,0.069,0.611,125.906,audio_features,0AH6WMe3OlAlUb5miXt2FQ,235493,4,Only Girl (In The World),Rihanna,74
0.653,0.942,2,-4.622,1,0.0475,0.181,0.0,0.0781,0.964,175.053,audio_features,7paWew9ZSUYCJWRcSroX0n,167592,4,Trem da Alegria,Yasmin Verissimo,31
0.706,0.908,5,-5.848,1,0.135,0.127,0.0,0.105,0.571,124.966,audio_features,2BpKEiK4WSZ6pIV5IAp9Yp,232411,4,"Adrenalina (In The Style Of Wisin, Jennifer Lopez & Ricky Martin) - Tribute Version",Brava HitMakers,3
0.461,0.593,1,-4.954,1,0.0356,0.17,0.0,0.307,0.175,134.17,audio_features,09mEdoA6zrmBPgTEN5qXmN,228373,3,Call Out My Name,The Weeknd,88
0.527,0.835,6,-5.298,1,0.0433,0.0166,0.0,0.249,0.654,125.983,audio_features,0ct6r3EGTcMLPtrXHDvVjc,176658,4,The Nights,Avicii,87
0.698,0.838,8,-3.553,1,0.0529,0.00188,0.0,0.113,0.87,110.034,audio_features,3IA9LkBEVhJDOxOnh1nf8a,161894,4,Butter (Holiday Remix),BTS,59
0.637,0.678,0,-3.798,1,0.266,0.209,0.0,0.156,0.254,84.039,audio_features,561jH07mF1jHuk7KlaeF0s,250760,4,Mockingbird,Eminem,90
0.884,0.581,11,-8.813,1,0.0378,0.427,0.000206,0.0759,0.728,114.016,audio_features,34xGLuxM0rkxhCVyMSqwJO,313684,4,Stolen Dance,Milky Chance,82
0.739,0.701,10,-5.542,0,0.0516,0.592,0.0,0.116,0.633,128.022,audio_features,4EbAftNM732UGLF8gmIIsX,231227,4,Mi Santa (feat. Tomatito),Romeo Santos,73
0.401,0.553,5,-8.263,0,0.0337,0.47,2.96e-06,0.124,0.364,79.144,audio_features,0loZn1c5heXie7OAtvK6nH,328992,4,Humnava Mere,Jubin Nautiyal,74
0.672,0.655,10,-5.021,0,0.0311,0.0362,0.0,0.117,0.556,134.945,audio_features,6Qn5zhYkTa37e91HC1D7lb,201240,4,Whatever It Takes,Imagine Dragons,84
0.781,0.853,1,-3.68,0,0.0715,0.0525,0.0,0.12,0.624,110.049,audio_features,48RrDBpOSSl1aLVCalGl5C,250189,4,The Monster,Eminem,82
0.694,0.465,7,-9.744,1,0.0276,0.294,0.879,0.0851,0.893,96.998,audio_features,0tkbWQybK1DEod19Aw5lYW,158969,4,Sensualidad (feat. Kirsa Moonlight),Mocean,26
0.614,0.574,11,-7.961,1,0.466,0.0253,3.2e-05,0.38,0.755,125.173,audio_features,5D2mYZuzcgjpchVY1pmTPh,209107,5,Candy Shop,50 Cent,83
0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,audio_features,7ef4DlsgrMEH11cDZd32M6,214847,4,One Kiss (with Dua Lipa),Calvin Harris,86
0.745,0.757,6,-2.572,1,0.0333,0.332,0.0,0.125,0.712,123.962,audio_features,1980E4Grgu5xAhNbFZ1mb1,195484,4,Titliaan,Afsana Khan,61
0.849,0.629,7,-6.27,1,0.0475,0.0789,0.0,0.13,0.467,130.105,audio_features,6dWf1xaHOmJo7eL9WuSkdL,243840,4,Goosebumps,Travis Scott,66
0.451,0.922,11,-6.26,1,0.216,0.48,3.63e-05,0.0616,0.495,92.367,audio_features,3OuYv3fUIO3Y7G242aCx58,319343,4,"Prem Ratan Dhan Payo (From ""Prem Ratan Dhan Payo"")",Palak Muchhal,9
0.74,0.879,9,-2.251,0,0.105,0.193,8.25e-05,0.0928,0.948,103.71,audio_features,4qknM1pQz53QOyfDVTjcM9,226893,4,Me Enamoré,Shakira,68
0.799,0.293,5,-11.896,1,0.0398,0.836,0.0,0.121,0.922,176.038,audio_features,6TGwxVbZHpRNZmMW43SRLS,196520,4,Te Vas,Ozuna,63
0.67,0.855,0,-3.035,0,0.0499,0.0124,0.0,0.335,0.648,120.05,audio_features,62zFEHfAYl5kdHYOivj4BC,227280,4,International Love (feat. Chris Brown),Pitbull,81
0.553,0.664,8,-7.417,1,0.0741,0.0709,0.0056,0.106,0.467,140.06,audio_features,3fVnlF4pGqWI9flVENcT28,220440,4,Wildest Dreams,Taylor Swift,81
0.632,0.681,0,-5.023,0,0.115,0.128,1.53e-05,0.116,0.633,126.477,audio_features,79Nnbjlw4ulw59lkHUZm9N,167000,5,Bonbon,Era Istrefi,59
0.367,0.111,4,-14.084,1,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,audio_features,43zdsphuZLzwA9k4DJhU0I,196077,4,when the party's over,Billie Eilish,85
0.777,0.712,10,-4.84,1,0.277,0.217,0.0,0.091,0.68,95.692,audio_features,7KbF6AdprOXEEHlsq11Z6d,175733,4,11 PM,Maluma,77
0.688,0.533,6,-8.363,0,0.0865,0.0355,3.48e-06,0.172,0.567,164.069,audio_features,563SfWAHJs4FBZMkRN0IFN,223079,4,Send My Love (To Your New Lover),Adele,76
0.401,0.329,2,-11.035,1,0.0329,0.88,0.000637,0.105,0.293,105.864,audio_features,42Biy57mEaVcTuNVzHspX3,226347,4,Firestone - Live Acoustic Version,Kygo,41
0.72,0.706,1,-4.719,1,0.0473,0.0684,0.0,0.166,0.62,133.002,audio_features,7DnAm9FOTWE3cUvso43HhI,187436,4,Sweet but Psycho,Ava Max,86
0.853,0.981,8,-3.947,1,0.0751,0.247,0.468,0.306,0.595,118.193,audio_features,2bCQHF9gdG5BNDVuEIEnNk,257760,4,Smooth Criminal - 2012 Remaster,Michael Jackson,77
0.772,0.732,9,-3.713,0,0.213,0.307,5.14e-06,0.106,0.295,100.048,audio_features,2XXMDz7SPZ4mSFN1PXfHUy,254383,4,Cuando Te Besé,Becky G,69
0.574,0.802,7,-3.976,1,0.0316,0.659,5.07e-06,0.0765,0.739,93.537,audio_features,47TyfLrGhYHHyyQWk64d0M,280453,4,Flor Pálida,Marc Anthony,74
0.574,0.802,7,-3.976,1,0.0316,0.659,5.07e-06,0.0765,0.739,93.537,audio_features,47TyfLrGhYHHyyQWk64d0M,280453,4,Flor Pálida,Marc Anthony,74
0.773,0.757,1,-4.959,1,0.0526,0.0864,3.73e-06,0.0727,0.858,88.006,audio_features,5u5MvmVtitax9R1Mxh3reC,226520,4,Dile Que Tu Me Quieres,Ozuna,77
0.652,0.862,8,-2.29,0,0.206,0.161,0.0,0.203,0.727,173.859,audio_features,42ETKyApzUl8hTtytFAjen,210000,4,8 Parche,Baani Sandhu,67
0.854,0.463,5,-6.159,1,0.137,0.117,0.0,0.354,0.549,120.024,audio_features,0b9oOr2ZgvyQu88wzixux9,225773,4,This Is America,Childish Gambino,71
0.697,0.648,7,-7.123,1,0.128,0.425,0.0,0.191,0.313,186.125,audio_features,6DPp7xKJ4WS71HldGA038M,199813,4,Esperándote,Manuel Turizo,69
0.949,0.661,5,-4.244,0,0.0572,0.0302,0.0,0.0454,0.76,104.504,audio_features,3yfqSUWxFvZELEM4PmlwIR,284200,4,The Real Slim Shady,Eminem,90
0.765,0.339,8,-8.965,1,0.0365,0.278,0.0,0.131,0.864,123.95,audio_features,1l77YWrGUp3qX3NS1rz7lq,202560,4,El Color de Tus Ojos,Banda MS de Sergio Lizárraga,78
0.726,0.652,1,-7.764,0,0.11,0.00451,3.32e-05,0.226,0.803,163.879,audio_features,6HGoVbCUr63SgU3TjxEVj6,180056,4,Satisfya,Imran Khan,70
0.279,0.742,4,-6.46,0,0.0898,0.000185,0.0,0.593,0.328,189.868,audio_features,3h4T9Bg8OVSUYa6danHeH5,231013,4,Animals,Maroon 5,73
0.748,0.565,7,-5.895,1,0.0476,0.164,0.00169,0.103,0.812,175.92,audio_features,5zSOVwaY3sVjnmLhuEfsuf,193227,4,Tú Foto,Ozuna,74
0.87,0.516,1,-8.006,1,0.0541,0.656,0.00823,0.11,0.53,111.005,audio_features,7dSZ6zGTQx66c2GF91xCrb,210200,4,PROVENZA,KAROL G,79
0.746,0.585,4,-5.937,0,0.0491,0.168,0.0,0.264,0.948,182.018,audio_features,37kCg5izHEMZ66xGdMVG5L,259240,4,Oye Mujer,Raymix,71
0.759,0.699,0,-5.745,0,0.0307,0.202,0.000131,0.443,0.907,92.96,audio_features,3MjUtNVVq3C8Fn0MP3zhXa,211067,4,...Baby One More Time,Britney Spears,82
0.891,0.486,6,-7.803,1,0.159,0.0158,3.78e-06,0.0925,0.239,125.01,audio_features,4scpF6J5uMBvoh6sFB7EL1,200080,4,No Type,Rae Sremmurd,73
0.839,0.65,4,-3.38,0,0.212,0.666,0.0,0.126,0.7,90.015,audio_features,2oMjKuKUEJFuLiVmTq7Vjx,198360,4,TQG,KAROL G,75
0.47,0.476,10,-10.448,1,0.0272,0.448,0.000145,0.131,0.417,134.903,audio_features,1FzXFRQWwh8os0fR2VwbIF,292187,4,I Don't Want to Talk About It,Rod Stewart,57
0.811,0.921,5,-3.152,0,0.117,0.182,0.0,0.823,0.756,94.98,audio_features,5T3rp70MEW4XnWv82BDVey,212925,4,Nikle Currant,Jassie Gill,62
0.76,0.838,7,-3.828,0,0.0529,0.547,1.3e-06,0.0664,0.745,93.05,audio_features,5hEM0JchdVzQ5PwvSfITeX,210323,4,Me Llamas (feat. Maluma) - Remix,Piso 21,75
0.791,0.733,9,-3.852,1,0.35,0.0305,0.000169,0.0423,0.913,159.974,audio_features,1cdbkpZ3q1KYZDNSrOpdkb,175813,4,Ice Cream (with Selena Gomez),BLACKPINK,69
0.791,0.733,9,-3.852,1,0.35,0.0305,0.000169,0.0423,0.913,159.974,audio_features,1cdbkpZ3q1KYZDNSrOpdkb,175813,4,Ice Cream (with Selena Gomez),BLACKPINK,69
0.759,0.952,2,-2.837,1,0.123,0.105,0.0,0.0693,0.812,128.039,audio_features,2xbvLQBFW7E9232BwMBljb,206859,4,Badri Ki Dulhania (Title Track),Dev Negi,63
0.837,0.791,4,-3.157,0,0.0773,0.252,1.14e-06,0.188,0.618,91.98,audio_features,1LIqNVhaIgxXUt2eVoIQJ3,184436,4,HP,Maluma,73
0.586,0.51,7,-8.404,0,0.033,0.657,4.61e-05,0.124,0.541,79.997,audio_features,01HRCKkLS0uVXJiAraAJUg,237375,4,Jaa Raha Hoon,Altamash Faridi,12
0.845,0.677,11,-4.798,0,0.136,0.269,0.000917,0.108,0.68,90.013,audio_features,4HYDUMY0xSpeBr0AMY9cUz,219048,4,La Curiosidad,Jay Wheeler,84
0.794,0.51,9,-7.314,1,0.42,0.0505,1.81e-06,0.0562,0.18,167.879,audio_features,19gEmPjfqSZT0ulDRfjl0m,194561,4,Hot N*gga,Bobby Shmurda,73
0.545,0.675,6,-6.474,1,0.0279,0.00617,0.00197,0.209,0.162,124.97,audio_features,0FDzzruyVECATHXKHFs9eJ,267867,4,A Sky Full of Stars,Coldplay,88
0.717,0.55,10,-6.019,0,0.0521,0.0358,0.00196,0.126,0.332,96.976,audio_features,3UGIZ8qcrMTwzLbx6Kttqt,171333,4,Boyfriend,Justin Bieber,78
0.962,0.841,7,-3.354,0,0.0935,0.515,0.0,0.109,0.923,112.036,audio_features,2WfCIE28PgkAzaaT1X87dh,146786,4,Coco Cola,Ruchika Jangid,24
0.624,0.5,7,-6.899,1,0.166,0.696,4.05e-05,0.372,0.562,95.234,audio_features,65vseJi4kug0grGTTSmH2u,112205,3,Un Poco Loco,Luis Ángel Gómez Jaramillo,66
0.894,0.791,2,-4.699,1,0.112,0.0183,0.0,0.0388,0.583,105.018,audio_features,5rb9QrpfcKFHM1EUbSIurX,250373,4,Yeah! (feat. Lil Jon & Ludacris),USHER,84
0.744,0.667,5,-5.825,1,0.155,0.111,0.00122,0.0994,0.817,174.945,audio_features,3o3iS3AKDLARflaNeZW9kV,209554,4,Price tag,Made famous by Jessie J Ft. B.o.B,17
0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,audio_features,1mea3bSkSGXuIRvnydlB5b,242373,4,Viva La Vida,Coldplay,89
0.853,0.599,7,-4.756,1,0.0411,0.00334,7.93e-06,0.0759,0.843,119.993,audio_features,0n4bITAu0Y0nigrz3MFJMb,263827,4,Blurred Lines,Robin Thicke,77
0.644,0.648,1,-4.601,1,0.118,0.276,0.0,0.135,0.44,179.951,audio_features,2JPLbjOn0wPCngEot2STUS,206710,4,Yonaguni,Bad Bunny,82
0.829,0.857,8,-4.194,0,0.152,0.26,0.0,0.415,0.586,137.979,audio_features,5Ravsw8TmHN5wBiYPPYUFw,240747,4,Right Now (Na Na Na),Akon,79
0.829,0.857,8,-4.194,0,0.152,0.26,0.0,0.415,0.586,137.979,audio_features,5Ravsw8TmHN5wBiYPPYUFw,240747,4,Right Now (Na Na Na),Akon,79
0.688,0.729,2,-5.939,1,0.0315,0.109,0.0,0.225,0.909,127.998,audio_features,5vj59ONIVbyhcrI8ZSwoRo,210467,4,Sofia,Alvaro Soler,71
0.433,0.893,9,-10.337,0,0.149,0.00542,0.000558,0.704,0.196,159.465,audio_features,62eIcWufZSMefHBswNiFac,268360,4,"Don't Stop Me Now - Live, European Tour / 1979",Queen,37
0.733,0.676,10,-5.655,0,0.0432,0.0697,0.0,0.208,0.701,97.448,audio_features,6p5abLu89ZSSpRQnbK9Wqs,226581,4,Post to Be (feat. Chris Brown & Jhene Aiko),Omarion,55
0.733,0.676,10,-5.655,0,0.0432,0.0697,0.0,0.208,0.701,97.448,audio_features,6p5abLu89ZSSpRQnbK9Wqs,226581,4,Post to Be (feat. Chris Brown & Jhene Aiko),Omarion,55
0.692,0.711,0,-7.498,0,0.0317,0.225,0.0,0.12,0.875,125.135,audio_features,1TfqLAPs4K3s2rJMoCokcS,216933,4,Sweet Dreams (Are Made of This) - Remastered,Eurythmics,85
0.818,0.723,11,-4.82,1,0.114,0.00561,0.0,0.0866,0.607,102.945,audio_features,6NEoeBLQbOMw92qMeLfI40,211632,4,WHISTLE,BLACKPINK,76
0.73,0.809,5,-6.406,0,0.0876,0.208,0.0013,0.0804,0.825,101.965,audio_features,2C2TGgFzrTRIOdQS1vUN5h,171093,4,Ginza,J Balvin,74
0.73,0.809,5,-6.406,0,0.0876,0.208,0.0013,0.0804,0.825,101.965,audio_features,2C2TGgFzrTRIOdQS1vUN5h,171093,4,Ginza,J Balvin,74
0.704,0.859,5,-4.877,0,0.0996,0.0185,0.0,0.0215,0.926,105.115,audio_features,3Vo4wInECJQuz9BIBMOu8i,217289,4,Finesse - Remix; feat. Cardi B,Bruno Mars,77
0.743,0.752,4,-4.813,1,0.0414,0.0188,0.0,0.287,0.545,110.015,audio_features,1XGmzt0PVuFgQYYnV2It7A,231173,4,Payphone,Maroon 5,86
0.445,0.537,4,-8.532,0,0.04,0.695,1.65e-05,0.0944,0.131,122.769,audio_features,3JvKfv6T31zO0ini8iNItO,244360,4,Another Love,Tom Odell,92
0.666,0.644,11,-8.964,0,0.145,0.753,0.000262,0.124,0.89,115.1,audio_features,0dnDTvdUco2UbaBjUtPxNS,198783,4,Buttabomma - Telugu,Armaan Malik,65
0.414,0.857,0,-4.078,0,0.0808,0.0287,0.00574,0.343,0.348,128.024,audio_features,07nH4ifBxUB4lZcsf44Brn,212960,4,Blame (feat. John Newman),Calvin Harris,80
0.616,0.789,7,-4.874,0,0.0377,0.053,0.0,0.142,0.621,83.066,audio_features,6wJwkMo278iWVlWl1XQ4WA,227373,4,The Heart Wants What It Wants,Selena Gomez,74
0.664,0.764,4,-3.915,0,0.0661,0.0243,0.0,0.163,0.656,97.029,audio_features,29x3S9kmzTGHswtjSVeUPr,195987,4,PLAYING WITH FIRE - Japanese Version,BLACKPINK,50
0.573,0.31,3,-11.134,1,0.296,0.94,5.65e-06,0.198,0.764,177.601,audio_features,3RD0PGolM0mETGHaprwgMn,233930,4,Culpables,Manuel Turizo,65
0.611,0.688,1,-5.688,1,0.341,0.0264,0.0,0.251,0.393,178.462,audio_features,2zvDnNLW4yZ4a0YcGiOEBX,132303,4,GOOBA,6ix9ine,69
0.721,0.905,9,-4.233,0,0.0754,0.288,2.35e-05,0.0936,0.575,92.971,audio_features,3JJjhzGHdP00RK8eijGHks,211995,4,La Ocasión,Joy Rivera,33
0.623,0.664,4,-7.204,0,0.0372,0.497,4.76e-06,0.0917,0.509,90.351,audio_features,77zoxnZOLD90Wnfg888NKg,311745,4,Yo Tambien (In The Style Of Romeo Santos & Marc Anthony) [Tribute Version],Brava HitMakers,9
0.666,0.862,2,-4.376,0,0.203,0.154,0.0,0.139,0.203,106.028,audio_features,43wgyQXc2M9KmTDUqVzugM,276688,4,I Got Love,MiyaGi & Endspiel,68
0.82,0.813,1,-3.646,1,0.0268,0.0106,4.84e-05,0.0893,0.893,126.026,audio_features,4PHX6bpHDxiR9RGzAKWcyk,200587,4,Cuando Me Enamoro,Enrique Iglesias,77
0.848,0.637,9,-5.132,1,0.156,0.0413,0.0,0.0521,0.698,96.988,audio_features,4ZRrLHqzhGRXYj2qcB4s5S,222680,4,Tattoo - Remix with Camilo,Rauw Alejandro,68
0.695,0.869,8,-5.066,1,0.0483,0.41,0.0,0.237,0.58,124.989,audio_features,05SBRd4fXgn8FX7bf8BCAE,234507,4,I Need Your Love (feat. Ellie Goulding),Calvin Harris,75
0.844,0.639,11,-4.461,0,0.0437,0.62,0.0,0.46,0.974,121.033,audio_features,01ksPzu3Bw8Lsf9o6xIk8C,163560,3,Mi Último Deseo,Banda Los Recoditos,76
0.808,0.497,6,-4.008,1,0.0453,0.18,0.0,0.0642,0.962,87.987,audio_features,4nTduFjaTmGysc9WKNuCcs,184722,4,Vida de Rico,Camilo,73
0.413,0.873,8,-4.151,1,0.0536,0.000264,0.00249,0.204,0.48,116.68,audio_features,0snQkGI5qnAmohLE7jTsTn,218933,3,Toxicity,System Of A Down,84
0.746,0.873,7,-3.803,1,0.128,0.0244,0.0,0.354,0.817,148.075,audio_features,2d8JP84HNLKhmd6IYOoupQ,222093,4,Trap Queen,Fetty Wap,77
0.532,0.661,11,-4.924,1,0.0268,0.366,0.0,0.354,0.446,86.983,audio_features,7Cd17G3oNQ34OWUwS8ZxfR,256107,4,Lemon,Kenshi Yonezu,59
0.841,0.639,9,-6.052,0,0.0688,0.0156,0.0654,0.0545,0.675,99.002,audio_features,7EVk9tRb6beJLTHrg6AkY9,241875,4,Tuesday (feat. Danelle Sandoval),Burak Yeter,72
0.802,0.717,0,-12.507,1,0.0356,0.483,0.919,0.104,0.104,110.013,audio_features,27hr2hRKgPXxQACTqbss4f,166354,4,Prada - Slowed + Reverb,Aesthetic Future,13
0.762,0.766,7,-3.955,1,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,audio_features,5fwSHlTEWpluwOM0Sxnh5k,287120,4,Pepas,Farruko,82
0.762,0.766,7,-3.955,1,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,audio_features,5fwSHlTEWpluwOM0Sxnh5k,287120,4,Pepas,Farruko,82
0.762,0.766,7,-3.955,1,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,audio_features,5fwSHlTEWpluwOM0Sxnh5k,287120,4,Pepas,Farruko,82
0.762,0.766,7,-3.955,1,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,audio_features,5fwSHlTEWpluwOM0Sxnh5k,287120,4,Pepas,Farruko,82
0.836,0.544,7,-5.975,1,0.0943,0.0403,0.0,0.0824,0.51,97.028,audio_features,76cy1WJvNGJTj78UqeA5zr,217947,4,IDGAF,Dua Lipa,82
0.724,0.822,1,-4.374,0,0.0333,0.304,1.38e-05,0.0553,0.964,99.9,audio_features,6r8k1vznHrzlEKYxL4dZEe,242733,4,La Isla Bonita,Madonna,73
0.805,0.996,2,-1.361,1,0.145,0.0787,0.187,0.0647,0.717,114.991,audio_features,7z9jlXjPWxY1yJ7Y3cNPNk,179173,4,Crazy Frog in the House - Radio Edit,Crazy Frog,49
0.735,0.478,2,-12.472,1,0.0293,0.189,2.48e-06,0.355,0.947,107.682,audio_features,2FRnf9qhLbvw8fu4IBXx78,262960,4,Last Christmas,Wham!,93
0.557,0.533,10,-6.817,0,0.0252,0.0492,0.0,0.205,0.233,143.994,audio_features,3NLrRZoMF0Lx6zTlYqeIo4,238733,4,Here Without You,3 Doors Down,79
0.808,0.586,10,-7.242,0,0.169,0.641,0.0,0.14,0.568,124.041,audio_features,2FIm6YsSGL5acOqSuJDh5s,263288,4,Me Acostumbre (feat. Bad Bunny),Arcángel,73
0.849,0.724,5,-4.139,1,0.0665,0.0204,5.98e-06,0.235,0.63,98.005,audio_features,2RVrdr062uLFxXwIxwdXPH,201122,4,Te Amo,Piso 21,76
0.849,0.724,5,-4.139,1,0.0665,0.0204,5.98e-06,0.235,0.63,98.005,audio_features,2RVrdr062uLFxXwIxwdXPH,201122,4,Te Amo,Piso 21,76
0.762,0.869,6,-3.287,0,0.13,0.0793,0.0,0.137,0.747,132.05,audio_features,1eMVXXpNPEUdFRy5ZH7FpM,230635,4,DADDY,PSY,62
0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,audio_features,6FZDfxM3a3UCqtzo5pxSLZ,201661,4,Without Me,Halsey,84
0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,audio_features,5HCyWlXZPP0y6Gqq8TgA20,141806,4,STAY (with Justin Bieber),The Kid LAROI,85
0.63,0.53,0,-7.259,1,0.0434,0.4,0.0,0.177,0.417,108.038,audio_features,2YlZnw2ikdb837oKMKjBkW,225053,3,Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,80
0.646,0.568,9,-3.077,0,0.0379,0.369,0.0,0.151,0.653,81.387,audio_features,6mNLjPUswoARSiqMxcaG2Y,156520,4,No Te Contaron Mal,Christian Nodal,36
0.792,0.895,1,-3.112,0,0.0589,0.165,0.0,0.0501,0.794,94.968,audio_features,4QtiVmuA88tPQiCOHZuQ5b,201526,4,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",Sofía Reyes,69
0.695,0.884,6,-2.278,0,0.0753,0.0561,0.0,0.213,0.914,103.014,audio_features,39LLxExYz6ewLAcYrzQQyP,203808,4,Levitating,Dua Lipa,81
0.911,0.712,1,-5.105,0,0.0817,0.0901,2.68e-05,0.0933,0.425,92.005,audio_features,6Sq7ltF9Qa7SNFBsV5Cogx,178567,4,Me Porto Bonito,Bad Bunny,89
0.694,0.712,7,-3.923,0,0.046,0.132,0.0,0.211,0.799,98.023,audio_features,1rIKgCH4H52lrvDcz50hS8,201122,4,Lush Life,Zara Larsson,81
0.667,0.613,1,-5.353,1,0.0344,0.403,0.0,0.115,0.47,91.024,audio_features,37R0bQOQj5a7DOqh1TGzvB,194453,4,One Call Away,Charlie Puth,75
0.867,0.517,11,-13.222,0,0.0875,0.00456,0.000339,0.0864,0.866,133.148,audio_features,1B75hgRqe7A4fwee3g3Wmu,257360,4,U Can't Touch This,MC Hammer,75
0.697,0.683,1,-2.881,0,0.117,0.0372,0.0,0.137,0.603,96.133,audio_features,2BgEsaKNfHUdlh97KmvFyo,186987,4,2002,Anne-Marie,83
0.736,0.824,1,-3.401,0,0.145,0.000628,0.942,0.325,0.755,153.609,audio_features,6E5pe8Zb3Od3ToEBwRxHSt,217720,4,Pump It (As Made Famous By Black Eyed Peas Instrumental Cover),The Beat Mechanics,11
0.463,0.367,10,-5.881,0,0.0686,0.769,0.0,0.0782,0.577,87.689,audio_features,2o5woNaj4eQXCwbrJ001A2,192277,4,Mama - Acoustic,Jonas Blue,56
0.74,0.783,0,-5.367,1,0.0427,0.0297,0.000308,0.123,0.812,100.011,audio_features,5BSclXJTa9B0iURhUjZo50,212893,4,La Tortura (feat. Alejandro Sanz),Shakira,78
0.328,0.622,5,-7.291,0,0.0866,0.858,0.0,0.104,0.401,74.267,audio_features,5hUYsaOyMY32yjRXeuQwGj,228093,4,Mirror,Lil Wayne,78
0.575,0.824,2,-4.823,1,0.038,0.000418,0.0214,0.0901,0.292,94.971,audio_features,1hjRhYpWyqDpPahmSlUTlc,231000,4,Style (Taylor's Version),Taylor Swift,88
0.826,0.71,6,-7.547,1,0.0389,0.362,3.39e-06,0.0392,0.647,117.999,audio_features,0uxTfF35vomzEtb7sHlP1N,275228,4,3 Daqat,Abu,66
0.576,0.835,2,-6.826,1,0.0486,0.337,0.0,0.082,0.476,150.017,audio_features,0M3HkE321xpCbCYqVKzr1q,257720,4,It Will Rain,Bruno Mars,84
0.59,0.875,5,-5.294,1,0.171,0.45,1.16e-05,0.164,0.737,96.915,audio_features,1uzkWkIaWaxzHJgJ4Fy5rO,408133,4,Bole Chudiyan,Jatin-Lalit,66
