danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.577,0.574,0,-6.525,1,0.0278,0.572,0.0,0.1,0.436,94.009,audio_features,6VBhH7CyP56BXjp8VsDFPZ,spotify:track:6VBhH7CyP56BXjp8VsDFPZ,https://api.spotify.com/v1/tracks/6VBhH7CyP56BXjp8VsDFPZ,https://api.spotify.com/v1/audio-analysis/6VBhH7CyP56BXjp8VsDFPZ,268165,4
0.406,0.359,7,-6.145,1,0.0293,0.685,3.67e-06,0.122,0.202,109.246,audio_features,2fbJ5Msx8KoDKpyufH5YsU,spotify:track:2fbJ5Msx8KoDKpyufH5YsU,https://api.spotify.com/v1/tracks/2fbJ5Msx8KoDKpyufH5YsU,https://api.spotify.com/v1/audio-analysis/2fbJ5Msx8KoDKpyufH5YsU,328893,4
0.815,0.715,4,-4.65,0,0.207,0.3,4.83e-06,0.091,0.786,176.007,audio_features,1mohfLaTJtB2RplHLQVM70,spotify:track:1mohfLaTJtB2RplHLQVM70,https://api.spotify.com/v1/tracks/1mohfLaTJtB2RplHLQVM70,https://api.spotify.com/v1/audio-analysis/1mohfLaTJtB2RplHLQVM70,345241,4
0.665,0.901,3,-2.719,0,0.0508,0.126,0.0,0.0692,0.914,87.998,audio_features,17LZzRCY0iFWlDDuAG7BlM,spotify:track:17LZzRCY0iFWlDDuAG7BlM,https://api.spotify.com/v1/tracks/17LZzRCY0iFWlDDuAG7BlM,https://api.spotify.com/v1/audio-analysis/17LZzRCY0iFWlDDuAG7BlM,184410,4
0.371,0.668,11,-7.269,0,0.0497,0.636,2e-06,0.294,0.403,87.458,audio_features,7iLA6PQeQWRjLDHOJgGpj5,spotify:track:7iLA6PQeQWRjLDHOJgGpj5,https://api.spotify.com/v1/tracks/7iLA6PQeQWRjLDHOJgGpj5,https://api.spotify.com/v1/audio-analysis/7iLA6PQeQWRjLDHOJgGpj5,345559,4
0.73,0.656,11,-5.07,1,0.0295,0.00797,0.00271,0.108,0.743,131.038,audio_features,2mp1MvnXoVTuhKosRY1RDr,spotify:track:2mp1MvnXoVTuhKosRY1RDr,https://api.spotify.com/v1/tracks/2mp1MvnXoVTuhKosRY1RDr,https://api.spotify.com/v1/audio-analysis/2mp1MvnXoVTuhKosRY1RDr,254351,4
0.495,0.654,3,-6.639,0,0.0679,0.713,0.0,0.165,0.35,123.896,audio_features,1UWacd8x8tPPwmrPB1MoBI,spotify:track:1UWacd8x8tPPwmrPB1MoBI,https://api.spotify.com/v1/tracks/1UWacd8x8tPPwmrPB1MoBI,https://api.spotify.com/v1/audio-analysis/1UWacd8x8tPPwmrPB1MoBI,269032,4
0.858,0.833,5,-3.747,0,0.0471,0.375,0.0,0.112,0.693,107.975,audio_features,6l2bks5Vk9qZWoizd7SuWm,spotify:track:6l2bks5Vk9qZWoizd7SuWm,https://api.spotify.com/v1/tracks/6l2bks5Vk9qZWoizd7SuWm,https://api.spotify.com/v1/audio-analysis/6l2bks5Vk9qZWoizd7SuWm,256678,4
0.72,0.63,10,-5.549,1,0.0413,0.615,0.0,0.108,0.512,81.009,audio_features,2rOnSn2piaqLAlYjtfUBlY,spotify:track:2rOnSn2piaqLAlYjtfUBlY,https://api.spotify.com/v1/tracks/2rOnSn2piaqLAlYjtfUBlY,https://api.spotify.com/v1/audio-analysis/2rOnSn2piaqLAlYjtfUBlY,230292,4
0.844,0.772,7,-4.621,1,0.194,0.284,2.38e-06,0.368,0.336,100.008,audio_features,7IAJzec1UxGYmNvbPTHbxx,spotify:track:7IAJzec1UxGYmNvbPTHbxx,https://api.spotify.com/v1/tracks/7IAJzec1UxGYmNvbPTHbxx,https://api.spotify.com/v1/audio-analysis/7IAJzec1UxGYmNvbPTHbxx,147395,4
